GEO_ID,GEO_ID10,LABEL,HC01_VC03,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC04_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC04_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC04_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC04_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC04_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC04_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104
1400000US42101024300,42101024300,"Census Tract 243, Philadelphia County, Pennsylvania",4164,819,4164,2118,597,50.9,6.4,2046,351,49.1,6.4,487,264,11.7,4.7,186,90,4.5,2.1,340,202,8.2,4,270,179,6.5,3.5,278,229,6.7,4.5,668,179,16,4.9,388,119,9.3,3,525,255,12.6,5.9,298,121,7.2,3.3,275,124,6.6,3.2,310,181,7.4,4.6,83,61,2,1.4,56,55,1.3,1.4,32.6,7.3,(X),(X),2964,439,71.2,7.6,2831,394,68,9.8,615,205,14.8,5.9,449,190,10.8,4.9,2964,439,2964,(X),1341,420,45.2,8.8,1623,204,54.8,8.8,449,190,449,(X),171,98,38.1,13.4,278,126,61.9,13.4,4164,819,4164,(X),4131,820,99.2,1,33,43,0.8,1,4131,820,99.2,1,504,241,12.1,6.1,3565,826,85.6,6.5,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,58,70,1.4,1.7,0,10,0,0.6,45,69,1.1,1.7,13,21,0.3,0.5,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,4,8,0.1,0.2,33,43,0.8,1,33,43,0.8,1,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,4164,819,4164,(X),537,242,12.9,6.2,3598,823,86.4,6.3,0,10,0,0.6,58,70,1.4,1.7,0,10,0,0.6,4,8,0.1,0.2,4164,819,4164,(X),51,50,1.2,1.3,0,10,0,0.6,38,44,0.9,1.1,12,20,0.3,0.5,1,3,0,0.1,4113,821,98.8,1.3,488,239,11.7,6,3534,826,84.9,6.6,0,10,0,0.6,58,70,1.4,1.7,0,10,0,0.6,0,10,0,0.6,33,43,0.8,1,0,10,0,0.6,33,43,0.8,1,1973,64
1400000US42101024400,42101024400,"Census Tract 244, Philadelphia County, Pennsylvania",3143,1074,3143,1318,557,41.9,7.5,1825,608,58.1,7.5,231,194,7.3,4.6,254,244,8.1,5.6,151,135,4.8,3.3,195,117,6.2,2.5,273,154,8.7,3.8,285,190,9.1,4.7,293,152,9.3,3.1,533,170,17,8.6,232,100,7.4,4.2,340,201,10.8,4.8,219,113,7,3.2,52,41,1.7,1.4,85,53,2.7,2,41.3,11.2,(X),(X),2371,535,75.4,11.3,2312,545,73.6,10.6,506,168,16.1,4.4,356,120,11.3,4.2,2371,535,2371,(X),911,255,38.4,8,1460,407,61.6,8,356,120,356,(X),74,44,20.8,11.8,282,111,79.2,11.8,3143,1074,3143,(X),3134,1074,99.7,0.5,9,16,0.3,0.5,3134,1074,99.7,0.5,186,140,5.9,4.6,2948,1048,93.8,4.7,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,9,16,0.3,0.5,9,16,0.3,0.5,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,3143,1074,3143,(X),195,142,6.2,4.7,2957,1048,94.1,4.6,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,3143,1074,3143,(X),0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,3143,1074,100,0.8,186,140,5.9,4.6,2948,1048,93.8,4.7,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,9,16,0.3,0.5,0,10,0,0.8,9,16,0.3,0.5,1389,69
1400000US42101024500,42101024500,"Census Tract 245, Philadelphia County, Pennsylvania",3443,488,3443,1454,295,42.2,5.7,1989,332,57.8,5.7,325,180,9.4,4.3,252,130,7.3,3.3,169,101,4.9,2.8,149,88,4.3,2.5,371,154,10.8,4.4,512,185,14.9,4.6,387,139,11.2,3.8,477,121,13.9,3.6,188,113,5.5,3.2,198,82,5.8,2.6,332,68,9.6,2.4,63,45,1.8,1.3,20,32,0.6,0.9,34.2,4.6,(X),(X),2666,284,77.4,5.9,2475,254,71.9,6.3,560,109,16.3,4.3,415,82,12.1,3.1,2666,284,2666,(X),935,190,35.1,6.1,1731,247,64.9,6.1,415,82,415,(X),138,58,33.3,13,277,79,66.7,13,3443,488,3443,(X),3418,487,99.3,0.9,25,32,0.7,0.9,3418,487,99.3,0.9,194,103,5.6,3.3,3203,519,93,3.3,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,15,18,0.4,0.5,0,10,0,0.7,5,10,0.1,0.3,10,15,0.3,0.4,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,6,9,0.2,0.3,25,32,0.7,0.9,0,10,0,0.7,0,10,0,0.7,0,10,0,0.7,14,26,0.4,0.7,3443,488,3443,(X),194,103,5.6,3.3,3228,521,93.8,3.2,14,26,0.4,0.7,15,18,0.4,0.5,0,10,0,0.7,17,28,0.5,0.8,3443,488,3443,(X),71,62,2.1,1.8,13,22,0.4,0.7,58,58,1.7,1.7,0,10,0,0.7,0,10,0,0.7,3372,482,97.9,1.8,181,102,5.3,3.3,3162,515,91.8,3.5,0,10,0,0.7,15,18,0.4,0.5,0,10,0,0.7,0,10,0,0.7,14,26,0.4,0.7,0,10,0,0.7,14,26,0.4,0.7,1855,78
1400000US42101024600,42101024600,"Census Tract 246, Philadelphia County, Pennsylvania",3116,475,3116,1514,285,48.6,6.5,1602,336,51.4,6.5,310,149,9.9,4,238,153,7.6,4.6,278,159,8.9,4.5,204,107,6.5,3.1,233,103,7.5,3.1,319,140,10.2,4.3,377,149,12.1,4.2,606,137,19.4,5.1,191,92,6.1,3,88,47,2.8,1.5,159,91,5.1,3.1,88,58,2.8,1.7,25,20,0.8,0.7,33.6,8.3,(X),(X),2141,288,68.7,7.4,2049,286,65.8,8.1,306,100,9.8,3.3,272,107,8.7,3.5,2141,288,2141,(X),941,207,44,7.1,1200,212,56,7.1,272,107,272,(X),116,73,42.6,18.7,156,74,57.4,18.7,3116,475,3116,(X),3090,470,99.2,1.3,26,39,0.8,1.3,3090,470,99.2,1.3,237,147,7.6,4.5,2819,447,90.5,5,11,13,0.4,0.4,4,7,0.1,0.2,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,10,25,0.3,0.8,0,10,0,0.8,10,25,0.3,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,13,31,0.4,1,26,39,0.8,1.3,23,39,0.7,1.2,0,10,0,0.8,0,10,0,0.8,3,9,0.1,0.3,3116,475,3116,(X),260,152,8.3,4.6,2845,452,91.3,4.8,14,17,0.4,0.5,10,25,0.3,0.8,0,10,0,0.8,13,31,0.4,1,3116,475,3116,(X),52,53,1.7,1.7,0,10,0,0.8,18,27,0.6,0.9,0,10,0,0.8,34,45,1.1,1.4,3064,476,98.3,1.7,226,139,7.3,4.2,2791,451,89.6,5.2,11,13,0.4,0.4,10,25,0.3,0.8,0,10,0,0.8,0,10,0,0.8,26,39,0.8,1.3,0,10,0,0.8,26,39,0.8,1.3,1402,35
1400000US42101024700,42101024700,"Census Tract 247, Philadelphia County, Pennsylvania",4381,638,4381,1846,334,42.1,5.6,2535,473,57.9,5.6,425,198,9.7,3.9,394,176,9,3.2,287,142,6.6,3.2,295,123,6.7,3,448,190,10.2,3.7,638,206,14.6,4.2,340,110,7.8,2.5,601,205,13.7,4.4,230,96,5.2,2.2,241,105,5.5,2.4,244,88,5.6,2.2,183,91,4.2,2.1,55,84,1.3,1.9,30.1,6.8,(X),(X),3129,420,71.4,5.5,2904,407,66.3,5.7,597,194,13.6,4.7,482,190,11,4.5,3129,420,3129,(X),1353,268,43.2,5.8,1776,285,56.8,5.8,482,190,482,(X),210,159,43.6,20.9,272,94,56.4,20.9,4381,638,4381,(X),4347,638,99.2,0.8,34,34,0.8,0.8,4347,638,99.2,0.8,386,196,8.8,4.6,3928,656,89.7,4.8,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,8,14,0.2,0.3,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,8,14,0.2,0.3,0,10,0,0.6,6,12,0.1,0.3,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,6,12,0.1,0.3,19,29,0.4,0.7,34,34,0.8,0.8,1,3,0,0.1,23,32,0.5,0.7,0,10,0,0.6,0,10,0,0.6,4381,638,4381,(X),411,203,9.4,4.8,3930,655,89.7,4.8,33,34,0.8,0.8,17,20,0.4,0.5,6,12,0.1,0.3,19,29,0.4,0.7,4381,638,4381,(X),93,82,2.1,1.9,19,29,0.4,0.7,74,77,1.7,1.8,0,10,0,0.6,0,10,0,0.6,4288,636,97.9,1.9,338,183,7.7,4.3,3909,651,89.2,4.8,0,10,0,0.6,8,14,0.2,0.3,6,12,0.1,0.3,0,10,0,0.6,27,31,0.6,0.7,0,10,0,0.6,27,31,0.6,0.7,1935,82
1400000US42101024800,42101024800,"Census Tract 248, Philadelphia County, Pennsylvania",2213,319,2213,1091,208,49.3,5.4,1122,189,50.7,5.4,135,94,6.1,3.9,165,116,7.5,4.8,136,59,6.1,2.5,160,58,7.2,2.6,212,99,9.6,4.2,225,128,10.2,5.5,294,125,13.3,4.4,240,89,10.8,5.1,155,91,7,4.1,222,82,10,3.5,123,41,5.6,1.8,97,40,4.4,2,49,50,2.2,2.2,36.2,5,(X),(X),1707,202,77.1,5.9,1588,195,71.8,5.9,486,95,22,4.1,269,65,12.2,3.2,1707,202,1707,(X),811,132,47.5,7.1,896,180,52.5,7.1,269,65,269,(X),104,35,38.7,9.1,165,46,61.3,9.1,2213,319,2213,(X),2190,320,99,1.5,23,32,1,1.5,2190,320,99,1.5,18,19,0.8,0.9,2117,308,95.7,3.5,55,71,2.5,3.2,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,23,32,1,1.5,0,10,0,1.1,23,32,1,1.5,0,10,0,1.1,0,10,0,1.1,2213,319,2213,(X),41,31,1.9,1.4,2117,308,95.7,3.5,78,80,3.5,3.5,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,2213,319,2213,(X),21,20,0.9,0.9,6,9,0.3,0.4,15,18,0.7,0.8,0,10,0,1.1,0,10,0,1.1,2192,321,99.1,0.9,14,17,0.6,0.8,2100,310,94.9,3.6,55,71,2.5,3.2,0,10,0,1.1,0,10,0,1.1,0,10,0,1.1,23,32,1,1.5,0,10,0,1.1,23,32,1,1.5,812,31
1400000US42101024900,42101024900,"Census Tract 249, Philadelphia County, Pennsylvania",3210,516,3210,1297,281,40.4,7.4,1913,423,59.6,7.4,112,77,3.5,2.1,376,153,11.7,3.4,293,132,9.1,3.8,104,67,3.2,2.1,334,187,10.4,5.2,542,167,16.9,4.8,298,111,9.3,2.8,386,113,12,3.9,80,60,2.5,1.9,146,74,4.5,2.2,329,108,10.2,3.7,112,66,3.5,2.2,98,65,3.1,2,31.3,3,(X),(X),2359,325,73.5,6,2235,304,69.6,5.8,656,132,20.4,4.8,539,96,16.8,4,2359,325,2359,(X),943,242,40,9.1,1416,297,60,9.1,539,96,539,(X),206,64,38.2,10.5,333,86,61.8,10.5,3210,516,3210,(X),3196,516,99.6,0.6,14,18,0.4,0.6,3196,516,99.6,0.6,24,23,0.7,0.7,3128,507,97.4,2.4,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,44,70,1.4,2.2,14,18,0.4,0.6,8,14,0.2,0.4,0,10,0,0.8,0,10,0,0.8,6,9,0.2,0.3,3210,516,3210,(X),32,27,1,0.9,3142,506,97.9,2.3,6,9,0.2,0.3,0,10,0,0.8,0,10,0,0.8,44,70,1.4,2.2,3210,516,3210,(X),53,72,1.7,2.2,0,10,0,0.8,53,72,1.7,2.2,0,10,0,0.8,0,10,0,0.8,3157,508,98.3,2.2,15,17,0.5,0.5,3128,507,97.4,2.4,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,14,18,0.4,0.6,0,10,0,0.8,14,18,0.4,0.6,1382,59
1400000US42101025200,42101025200,"Census Tract 252, Philadelphia County, Pennsylvania",8204,1091,8204,3403,633,41.5,5,4801,731,58.5,5,614,257,7.5,2.7,644,326,7.8,3.9,479,203,5.8,2.4,510,232,6.2,2.6,400,249,4.9,2.7,1541,550,18.8,6.5,695,280,8.5,3.3,1007,334,12.3,3.9,723,267,8.8,3,585,196,7.1,2.5,495,172,6,2.3,293,161,3.6,1.9,218,141,2.7,1.7,33.7,4.8,(X),(X),6104,808,74.4,4.7,5889,776,71.8,4.9,1300,364,15.8,4.6,1006,306,12.3,3.7,6104,808,6104,(X),2248,467,36.8,5.6,3856,595,63.2,5.6,1006,306,1006,(X),243,103,24.2,8,763,252,75.8,8,8204,1091,8204,(X),8184,1097,99.8,0.4,20,34,0.2,0.4,8184,1097,99.8,0.4,566,252,6.9,3.2,7575,1124,92.3,3.4,20,32,0.2,0.4,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,23,39,0.3,0.5,20,34,0.2,0.4,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,8204,1091,8204,(X),566,252,6.9,3.2,7595,1118,92.6,3.3,20,32,0.2,0.4,20,34,0.2,0.4,0,15,0,0.3,23,39,0.3,0.5,8204,1091,8204,(X),150,144,1.8,1.8,0,15,0,0.3,103,122,1.3,1.5,0,15,0,0.3,47,75,0.6,0.9,8054,1100,98.2,1.8,486,216,5.9,2.7,7528,1108,91.8,3.5,20,32,0.2,0.4,0,15,0,0.3,0,15,0,0.3,0,15,0,0.3,20,34,0.2,0.4,0,15,0,0.3,20,34,0.2,0.4,3277,79
1400000US42101025300,42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",3981,563,3981,1699,285,42.7,4.6,2282,387,57.3,4.6,241,122,6.1,3,153,87,3.8,2.1,261,108,6.6,2.5,214,93,5.4,2,333,151,8.4,3.2,643,207,16.2,5.2,503,136,12.6,3.1,668,249,16.8,5.2,226,99,5.7,2.4,170,92,4.3,2.3,274,81,6.9,2.2,207,106,5.2,2.7,88,53,2.2,1.4,38.6,5.8,(X),(X),3141,445,78.9,4,2980,381,74.9,4.7,664,138,16.7,3.8,569,129,14.3,3.6,3141,445,3141,(X),1289,237,41,5.3,1852,319,59,5.3,569,129,569,(X),234,79,41.1,12.1,335,111,58.9,12.1,3981,563,3981,(X),3765,527,94.6,6.3,216,264,5.4,6.3,3765,527,94.6,6.3,269,141,6.8,3.7,3496,556,87.8,6.8,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,216,264,5.4,6.3,41,53,1,1.3,0,10,0,0.6,0,10,0,0.6,5,9,0.1,0.2,3981,563,3981,(X),480,286,12.1,6.8,3712,597,93.2,3.7,175,255,4.4,6.1,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,3981,563,3981,(X),42,53,1.1,1.3,41,53,1,1.3,1,2,0,0.1,0,10,0,0.6,0,10,0,0.6,3939,551,98.9,1.3,269,141,6.8,3.7,3495,557,87.8,6.8,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,0,10,0,0.6,175,255,4.4,6.1,0,10,0,0.6,175,255,4.4,6.1,2011,28
1400000US42101025400,42101025400,"Census Tract 254, Philadelphia County, Pennsylvania",4592,390,4592,2003,225,43.6,4,2589,313,56.4,4,224,84,4.9,1.9,296,162,6.4,3.3,286,87,6.2,1.8,308,121,6.7,2.4,249,106,5.4,2.1,391,165,8.5,3.6,717,204,15.6,4.2,677,169,14.7,3.4,267,119,5.8,2.6,315,107,6.9,2.4,462,101,10.1,2.5,317,109,6.9,2.4,83,44,1.8,0.9,43.5,2.4,(X),(X),3624,284,78.9,3.1,3444,248,75,3.5,1019,146,22.2,3.8,862,133,18.8,3.4,3624,284,3624,(X),1523,166,42,3.6,2101,223,58,3.6,862,133,862,(X),299,64,34.7,8.1,563,134,65.3,8.1,4592,390,4592,(X),4370,417,95.2,2.5,222,113,4.8,2.5,4370,417,95.2,2.5,273,127,5.9,2.8,4031,435,87.8,4.1,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,14,27,0.3,0.6,0,10,0,0.5,0,10,0,0.5,14,27,0.3,0.6,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,0,10,0,0.5,52,49,1.1,1.1,222,113,4.8,2.5,100,75,2.2,1.7,4,8,0.1,0.2,0,10,0,0.5,76,76,1.7,1.7,4592,390,4592,(X),419,151,9.1,3.4,4249,410,92.5,3.1,122,91,2.7,2,14,27,0.3,0.6,0,10,0,0.5,52,49,1.1,1.1,4592,390,4592,(X),122,98,2.7,2.2,38,69,0.8,1.5,72,70,1.6,1.6,0,10,0,0.5,12,19,0.3,0.4,4470,405,97.3,2.2,235,96,5.1,2.1,4001,447,87.1,4.4,0,10,0,0.5,14,27,0.3,0.6,0,10,0,0.5,14,22,0.3,0.5,206,110,4.5,2.5,0,10,0,0.5,206,110,4.5,2.5,2072,37
1400000US42101025500,42101025500,"Census Tract 255, Philadelphia County, Pennsylvania",3084,475,3084,1621,328,52.6,5.2,1463,244,47.4,5.2,195,91,6.3,2.7,122,76,4,2.1,191,125,6.2,3.4,241,165,7.8,4.7,145,79,4.7,2.6,451,186,14.6,5.5,531,134,17.2,4,467,136,15.1,4.4,187,73,6.1,2.6,160,72,5.2,2.2,151,69,4.9,2.4,225,96,7.3,3.5,18,30,0.6,1,39,5.3,(X),(X),2468,296,80,4.3,2298,257,74.5,7.1,514,114,16.7,4.2,394,107,12.8,4.2,2468,296,2468,(X),1245,225,50.4,5.2,1223,163,49.6,5.2,394,107,394,(X),152,89,38.6,17.7,242,83,61.4,17.7,3084,475,3084,(X),2833,383,91.9,6.7,251,228,8.1,6.7,2833,383,91.9,6.7,853,181,27.7,7.4,1955,409,63.4,7.3,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,25,35,0.8,1.2,251,228,8.1,6.7,202,220,6.5,6.6,0,10,0,0.8,0,10,0,0.8,13,21,0.4,0.7,3084,475,3084,(X),1055,249,34.2,7.2,2206,514,71.5,7.4,13,21,0.4,0.7,36,47,1.2,1.5,0,10,0,0.8,25,35,0.8,1.2,3084,475,3084,(X),99,113,3.2,3.7,0,10,0,0.8,29,46,0.9,1.5,0,10,0,0.8,70,72,2.3,2.3,2985,486,96.8,3.7,853,181,27.7,7.4,1870,414,60.6,7.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,11,15,0.4,0.5,251,228,8.1,6.7,0,10,0,0.8,251,228,8.1,6.7,1175,51
1400000US42101025600,42101025600,"Census Tract 256, Philadelphia County, Pennsylvania",3118,285,3118,1401,235,44.9,5.9,1717,230,55.1,5.9,150,78,4.8,2.6,168,77,5.4,2.4,178,77,5.7,2.5,231,87,7.4,2.7,267,195,8.6,5.9,406,208,13,6.2,425,151,13.6,5.2,364,117,11.7,3.5,305,95,9.8,3.4,217,69,7,2.3,248,75,8,2.4,89,52,2.9,1.7,70,42,2.2,1.4,37.7,4.1,(X),(X),2535,289,81.3,4,2330,232,74.7,3.5,558,93,17.9,3.3,407,83,13.1,2.8,2535,289,2535,(X),1107,219,43.7,5.9,1428,188,56.3,5.9,407,83,407,(X),144,63,35.4,12.4,263,65,64.6,12.4,3118,285,3118,(X),3010,279,96.5,3.3,108,104,3.5,3.3,3010,279,96.5,3.3,1565,217,50.2,7.3,1317,296,42.2,7.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,62,46,2,1.5,0,10,0,0.8,24,27,0.8,0.9,0,10,0,0.8,0,10,0,0.8,21,30,0.7,1,17,25,0.5,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,0,10,0,0.8,66,75,2.1,2.4,108,104,3.5,3.3,36,59,1.2,1.9,0,10,0,0.8,58,81,1.9,2.6,0,10,0,0.8,3118,285,3118,(X),1659,244,53.2,7.8,1367,279,43.8,7,0,10,0,0.8,120,114,3.8,3.6,0,10,0,0.8,80,78,2.6,2.4,3118,285,3118,(X),39,48,1.3,1.5,6,14,0.2,0.4,22,44,0.7,1.4,0,10,0,0.8,11,16,0.4,0.5,3079,283,98.7,1.5,1559,217,50,7.3,1306,298,41.9,7.9,0,10,0,0.8,62,46,2,1.5,0,10,0,0.8,44,64,1.4,2.1,108,104,3.5,3.3,14,24,0.4,0.8,94,100,3,3.2,1222,18
